# Data Source: Blockchain.com Public Charts API (https://www.blockchain.com/explorer/charts)
Date,Mining Difficulty
2022-05-08,
2022-05-09,
2022-05-11,31251101365711.0
2022-05-12,
2022-05-13,
2022-05-15,31251101365711.0
2022-05-16,
2022-05-17,
2022-05-18,
2022-05-19,31251101365711.0
2022-05-20,
2022-05-21,
2022-05-22,
2022-05-23,31251101365711.0
2022-05-24,
2022-05-25,
2022-05-26,
2022-05-27,29897409688834.0
2022-05-28,
2022-05-29,
2022-05-30,
2022-05-31,29897409688834.0
2022-06-01,
2022-06-02,
2022-06-04,29897409688834.0
2022-06-05,
2022-06-06,
2022-06-08,30107694713067.656
2022-06-09,
2022-06-10,
2022-06-12,30283293547737.0
2022-06-13,
2022-06-14,
2022-06-16,30283293547737.0
2022-06-17,
2022-06-18,
2022-06-19,
2022-06-20,30283293547737.0
2022-06-21,
2022-06-22,
2022-06-23,
2022-06-24,29570168636358.0
2022-06-25,
2022-06-26,
2022-06-27,
2022-06-28,29570168636358.0
2022-06-29,
2022-06-30,
2022-07-01,
2022-07-02,29570168636358.0
2022-07-03,
2022-07-04,
2022-07-06,29570168636358.0
2022-07-07,
2022-07-08,
2022-07-10,29152798808272.0
2022-07-11,
2022-07-12,
2022-07-14,29152798808272.0
2022-07-15,
2022-07-16,
2022-07-18,29152798808272.0
2022-07-19,
2022-07-20,
2022-07-22,27692567959234.0
2022-07-23,
2022-07-24,
2022-07-25,
2022-07-26,27692567959234.0
2022-07-27,
2022-07-28,
2022-07-29,
2022-07-30,27692567959234.0
2022-07-31,
2022-08-01,
2022-08-02,
2022-08-03,27692567959234.0
2022-08-04,
2022-08-05,
2022-08-06,
2022-08-07,28174668481289.0
2022-08-08,
2022-08-09,
2022-08-11,28174668481289.0
2022-08-12,
2022-08-13,
2022-08-15,28174668481289.0
2022-08-16,
2022-08-17,
2022-08-19,28351606743494.0
2022-08-20,
2022-08-21,
2022-08-23,28351606743494.0
2022-08-24,
2022-08-25,
2022-08-26,
2022-08-27,28351606743494.0
2022-08-28,
2022-08-29,
2022-08-30,
2022-08-31,30293716756044.19
2022-09-01,
2022-09-02,
2022-09-03,
2022-09-04,30977051760460.0
2022-09-05,
2022-09-06,
2022-09-07,
2022-09-08,30977051760460.0
2022-09-09,
2022-09-10,
2022-09-12,30977051760460.0
2022-09-13,
2022-09-14,
2022-09-16,32045359565303.0
2022-09-17,
2022-09-18,
2022-09-20,32045359565303.0
2022-09-21,
2022-09-22,
2022-09-24,32045359565303.0
2022-09-25,
2022-09-26,
2022-09-28,31419898493798.69
2022-09-29,
2022-09-30,
2022-10-01,
2022-10-02,31360548173145.0
2022-10-03,
2022-10-04,
2022-10-05,
2022-10-06,31360548173145.0
2022-10-07,
2022-10-08,
2022-10-09,
2022-10-10,33738662001569.633
2022-10-11,
2022-10-12,
2022-10-13,
2022-10-14,35610794164372.0
2022-10-15,
2022-10-16,
2022-10-18,35610794164372.0
2022-10-19,
2022-10-20,
2022-10-22,35610794164372.0
2022-10-23,
2022-10-24,
2022-10-26,36835682546788.0
2022-10-27,
2022-10-28,
2022-10-30,36835682546788.0
2022-10-31,
2022-11-01,
2022-11-02,
2022-11-03,36835682546788.0
2022-11-04,
2022-11-05,
2022-11-06,
2022-11-07,36766791551487.06
2022-11-08,
2022-11-09,
2022-11-10,
2022-11-11,36762198818467.0
2022-11-12,
2022-11-13,
2022-11-14,
2022-11-15,36762198818467.0
2022-11-16,
2022-11-17,
2022-11-19,36762198818467.0
2022-11-20,
2022-11-21,
2022-11-23,36950494067222.0
2022-11-24,
2022-11-25,
2022-11-27,36950494067222.0
2022-11-28,
2022-11-29,
2022-12-01,36950494067222.0
2022-12-02,
2022-12-03,
2022-12-05,36950494067222.0
2022-12-06,
2022-12-07,
2022-12-08,
2022-12-09,34244331613176.0
2022-12-10,
2022-12-11,
2022-12-12,
2022-12-13,34244331613176.0
2022-12-14,
2022-12-15,
2022-12-16,
2022-12-17,34244331613176.0
2022-12-18,
2022-12-19,
2022-12-20,
2022-12-21,35364065900457.0
2022-12-22,
2022-12-23,
2022-12-25,35364065900457.0
2022-12-26,
2022-12-27,
2022-12-29,35364065900457.0
2022-12-30,
2022-12-31,
2023-01-02,35364065900457.0
2023-01-03,
2023-01-04,
2023-01-06,34093570325204.0
2023-01-07,
2023-01-08,
2023-01-09,
2023-01-10,34093570325204.0
2023-01-11,
2023-01-12,
2023-01-13,
2023-01-14,34093570325204.0
2023-01-15,
2023-01-16,
2023-01-17,
2023-01-18,37590453655497.0
2023-01-19,
2023-01-20,
2023-01-21,
2023-01-22,37590453655497.0
2023-01-23,
2023-01-24,
2023-01-26,37590453655497.0
2023-01-27,
2023-01-28,
2023-01-30,39350942467773.0
2023-01-31,
2023-02-01,
2023-02-03,39350942467773.0
2023-02-04,
2023-02-05,
2023-02-07,39350942467773.0
2023-02-08,
2023-02-09,
2023-02-11,39350942467773.0
2023-02-12,
2023-02-13,
2023-02-14,
2023-02-15,39156400059293.0
2023-02-16,
2023-02-17,
2023-02-18,
2023-02-19,39156400059293.0
2023-02-20,
2023-02-21,
2023-02-22,
2023-02-23,39156400059293.0
2023-02-24,
2023-02-25,
2023-02-26,
2023-02-27,43053844193928.0
2023-02-28,
2023-03-01,
2023-03-03,43053844193928.0
2023-03-04,
2023-03-05,
2023-03-07,43053844193928.0
2023-03-08,
2023-03-09,
2023-03-11,43551722213590.0
2023-03-12,
2023-03-13,
2023-03-15,43551722213590.0
2023-03-16,
2023-03-17,
2023-03-18,
2023-03-19,43551722213590.0
2023-03-20,
2023-03-21,
2023-03-22,
2023-03-23,43767569956061.28
2023-03-24,
2023-03-25,
2023-03-26,
2023-03-27,46843400286277.0
2023-03-28,
2023-03-29,
2023-03-30,
2023-03-31,46843400286277.0
2023-04-01,
2023-04-02,
2023-04-04,46843400286277.0
2023-04-05,
2023-04-06,
2023-04-08,47887764338536.0
2023-04-09,
2023-04-10,
2023-04-12,47887764338536.0
2023-04-13,
2023-04-14,
2023-04-16,47887764338536.0
2023-04-17,
2023-04-18,
2023-04-20,48296984989381.2
2023-04-21,
2023-04-22,
2023-04-23,
2023-04-24,48712405953118.0
2023-04-25,
2023-04-26,
2023-04-27,
2023-04-28,48712405953118.0
2023-04-29,
2023-04-30,
2023-05-01,
2023-05-02,48712405953118.0
2023-05-03,
2023-05-04,
2023-05-05,
2023-05-06,48005534313579.0
2023-05-07,
2023-05-08,
2023-05-10,48005534313579.0
2023-05-11,
2023-05-12,
2023-05-14,48005534313579.0
2023-05-15,
2023-05-16,
2023-05-18,49188301954866.32
2023-05-19,
2023-05-20,
2023-05-22,49549703178593.0
2023-05-23,
2023-05-24,
2023-05-25,
2023-05-26,49549703178593.0
2023-05-27,
2023-05-28,
2023-05-29,
2023-05-30,49549703178593.0
2023-05-31,
2023-06-01,
2023-06-02,
2023-06-03,51234338863443.0
2023-06-04,
2023-06-05,
2023-06-06,
2023-06-07,51234338863443.0
2023-06-08,
2023-06-09,
2023-06-11,51234338863443.0
2023-06-12,
2023-06-13,
2023-06-15,52350439455487.0
2023-06-16,
2023-06-17,
2023-06-19,52350439455487.0
2023-06-20,
2023-06-21,
2023-06-23,52350439455487.0
2023-06-24,
2023-06-25,
2023-06-27,52350439455487.0
2023-06-28,
2023-06-29,
2023-06-30,
2023-07-01,50646206431058.0
2023-07-02,
2023-07-03,
2023-07-04,
2023-07-05,50646206431058.0
2023-07-06,
2023-07-07,
2023-07-08,
2023-07-09,50646206431058.0
2023-07-10,
2023-07-11,
2023-07-12,
2023-07-13,53911173001055.0
2023-07-14,
2023-07-15,
2023-07-17,53911173001055.0
2023-07-18,
2023-07-19,
2023-07-21,53911173001055.0
2023-07-22,
2023-07-23,
2023-07-25,53911173001055.0
2023-07-26,
2023-07-27,
2023-07-29,52328312063444.0
2023-07-30,
2023-07-31,
2023-08-01,
2023-08-02,52328312063444.0
2023-08-03,
2023-08-04,
2023-08-05,
2023-08-06,52328312063444.0
2023-08-07,
2023-08-08,
2023-08-09,
2023-08-10,52391178981379.0
2023-08-11,
2023-08-12,
2023-08-13,
2023-08-14,52391178981379.0
2023-08-15,
2023-08-16,
2023-08-18,52391178981379.0
2023-08-19,
2023-08-20,
2023-08-22,53588410123873.43
2023-08-23,
2023-08-24,
2023-08-26,55621444139430.0
2023-08-27,
2023-08-28,
2023-08-30,55621444139430.0
2023-08-31,
2023-09-01,
2023-09-02,
2023-09-03,55621444139430.0
2023-09-04,
2023-09-05,
2023-09-06,
2023-09-07,54150142369480.0
2023-09-08,
2023-09-09,
2023-09-10,
2023-09-11,54150142369480.0
2023-09-12,
2023-09-13,
2023-09-14,
2023-09-15,54150142369480.0
2023-09-16,
2023-09-17,
2023-09-19,55816608966185.68
2023-09-20,
2023-09-21,
2023-09-23,57119871304635.0
2023-09-24,
2023-09-25,
2023-09-27,57119871304635.0
2023-09-28,
2023-09-29,
2023-10-01,57119871304635.0
2023-10-02,
2023-10-03,
2023-10-05,57321508229258.0
2023-10-06,
2023-10-07,
2023-10-08,
2023-10-09,57321508229258.0
2023-10-10,
2023-10-11,
2023-10-12,
2023-10-13,57321508229258.0
2023-10-14,
2023-10-15,
2023-10-16,
2023-10-17,61030681983176.0
2023-10-18,
2023-10-19,
2023-10-20,
2023-10-21,61030681983176.0
2023-10-22,
2023-10-23,
2023-10-25,61030681983176.0
2023-10-26,
2023-10-27,
2023-10-29,61030681983176.0
2023-10-30,
2023-10-31,
2023-11-02,62463471666733.0
2023-11-03,
2023-11-04,
2023-11-06,62463471666733.0
2023-11-07,
2023-11-08,
2023-11-09,
2023-11-10,62463471666732.94
2023-11-11,
2023-11-12,
2023-11-13,
2023-11-14,64678587803497.0
2023-11-15,
2023-11-16,
2023-11-17,
2023-11-18,64678587803496.94
2023-11-19,
2023-11-20,
2023-11-21,
2023-11-22,64678587803496.984
2023-11-23,
2023-11-24,
2023-11-26,67912869716769.22
2023-11-27,
2023-11-28,
2023-11-30,67957790298898.0
2023-12-01,
2023-12-02,
2023-12-04,67957790298898.0
2023-12-05,
2023-12-06,
2023-12-08,67957790298898.0
2023-12-09,
2023-12-10,
2023-12-12,67305906902031.055
2023-12-13,
2023-12-14,
2023-12-15,
2023-12-16,67305906902031.1
2023-12-17,
2023-12-18,
2023-12-19,
2023-12-20,67305906902031.06
2023-12-21,
2023-12-22,
2023-12-23,
2023-12-24,72006146478567.25
2023-12-25,
2023-12-26,
2023-12-27,
2023-12-28,72006146478567.0
2023-12-29,
2023-12-30,
2024-01-01,72006146478567.17
2024-01-02,
2024-01-03,
2024-01-05,72006146478567.08
2024-01-06,
2024-01-07,
2024-01-09,73197634206448.0
2024-01-10,
2024-01-11,
2024-01-13,73197634206448.0
2024-01-14,
2024-01-15,
2024-01-16,
2024-01-17,73197634206448.0
2024-01-18,
2024-01-19,
2024-01-20,
2024-01-21,70343519904867.086
2024-01-22,
2024-01-23,
2024-01-24,
2024-01-25,70343519904867.29
2024-01-26,
2024-01-27,
2024-01-28,
2024-01-29,70343519904867.18
2024-01-30,
2024-01-31,
2024-02-02,72346611061723.23
2024-02-03,
2024-02-04,
2024-02-06,75502165623894.0
2024-02-07,
2024-02-08,
2024-02-10,75502165623894.0
2024-02-11,
2024-02-12,
2024-02-14,75502165623894.0
2024-02-15,
2024-02-16,
2024-02-17,
2024-02-18,81725299822043.08
2024-02-19,
2024-02-20,
2024-02-21,
2024-02-22,81725299822043.17
2024-02-23,
2024-02-24,
2024-02-25,
2024-02-26,81725299822043.16
2024-02-27,
2024-02-28,
2024-02-29,
2024-03-01,79428308380841.48
2024-03-02,
2024-03-03,
2024-03-05,79351228131136.69
2024-03-06,
2024-03-07,
2024-03-09,79351228131136.72
2024-03-10,
2024-03-11,
2024-03-13,79351228131136.72
2024-03-14,
2024-03-15,
2024-03-17,83947913181362.0
2024-03-18,
2024-03-19,
2024-03-21,83947913181362.0
2024-03-22,
2024-03-23,
2024-03-24,
2024-03-25,83947913181362.0
2024-03-26,
2024-03-27,
2024-03-28,
2024-03-29,83126997340024.75
2024-03-30,
2024-03-31,
2024-04-01,
2024-04-02,83126997340024.73
2024-04-03,
2024-04-04,
2024-04-05,
2024-04-06,83126997340024.7
2024-04-07,
2024-04-08,
2024-04-10,83450993523979.81
2024-04-11,
2024-04-12,
2024-04-14,86388558925171.34
2024-04-15,
2024-04-16,
2024-04-18,86388558925171.28
2024-04-19,
2024-04-20,
2024-04-22,86388558925171.31
2024-04-23,
2024-04-24,
2024-04-25,
2024-04-26,88104191118792.78
2024-04-27,
2024-04-28,
2024-04-29,
2024-04-30,88104191118792.73
2024-05-01,
2024-05-02,
2024-05-03,
2024-05-04,88104191118792.73
2024-05-05,
2024-05-06,
2024-05-08,88104191118792.81
2024-05-09,
2024-05-10,
2024-05-12,83148355189240.0
2024-05-13,
2024-05-14,
2024-05-16,83148355189240.0
2024-05-17,
2024-05-18,
2024-05-20,83148355189240.0
2024-05-21,
2024-05-22,
2024-05-24,84381461788831.33
2024-05-25,
2024-05-26,
2024-05-27,
2024-05-28,84381461788831.19
2024-05-29,
2024-05-30,
2024-05-31,
2024-06-01,84381461788831.23
2024-06-02,
2024-06-03,
2024-06-04,
2024-06-05,84381461788831.12
2024-06-06,
2024-06-07,
2024-06-09,83716654861184.7
2024-06-10,
2024-06-11,
2024-06-13,83716654861184.75
2024-06-14,
2024-06-15,
2024-06-17,83716654861184.77
2024-06-18,
2024-06-19,
2024-06-21,83675262295060.0
2024-06-22,
2024-06-23,
2024-06-24,
2024-06-25,83675262295060.0
2024-06-26,
2024-06-27,
2024-06-28,
2024-06-29,83675262295060.0
2024-06-30,
2024-07-01,
2024-07-02,
2024-07-03,83675262295060.0
2024-07-04,
2024-07-05,
2024-07-07,79495195323031.17
2024-07-08,
2024-07-09,
2024-07-11,79495195323031.17
2024-07-12,
2024-07-13,
2024-07-15,79495195323031.23
2024-07-16,
2024-07-17,
2024-07-19,82047728459932.77
2024-07-20,
2024-07-21,
2024-07-23,82047728459932.66
2024-07-24,
2024-07-25,
2024-07-26,
2024-07-27,82047728459932.73
2024-07-28,
2024-07-29,
2024-07-30,
2024-07-31,87487947532070.14
2024-08-01,
2024-08-02,
2024-08-03,
2024-08-04,90666502495566.0
2024-08-05,
2024-08-06,
2024-08-07,
2024-08-08,90666502495566.0
2024-08-09,
2024-08-10,
2024-08-12,90666502495566.0
2024-08-13,
2024-08-14,
2024-08-16,86871474313762.0
2024-08-17,
2024-08-18,
2024-08-20,86871474313762.0
2024-08-21,
2024-08-22,
2024-08-24,86871474313762.0
2024-08-25,
2024-08-26,
2024-08-27,
2024-08-28,87937390901164.8
2024-08-29,
2024-08-30,
2024-08-31,
2024-09-01,89471664776971.3
2024-09-02,
2024-09-03,
2024-09-04,
2024-09-05,89471664776971.36
2024-09-06,
2024-09-07,
2024-09-08,
2024-09-09,89471664776971.31
2024-09-10,
2024-09-11,
2024-09-13,92671576265160.81
2024-09-14,
2024-09-15,
2024-09-17,92671576265160.67
2024-09-18,
2024-09-19,
2024-09-21,92671576265160.73
2024-09-22,
2024-09-23,
2024-09-25,91782581703877.36
2024-09-26,
2024-09-27,
2024-09-29,88404402371000.0
2024-09-30,
2024-10-01,
2024-10-02,
2024-10-03,88404402371000.0
2024-10-04,
2024-10-05,
2024-10-06,
2024-10-07,88404402371000.0
2024-10-08,
2024-10-09,
2024-10-10,
2024-10-11,92049594548484.72
2024-10-12,
2024-10-13,
2024-10-14,
2024-10-15,92049594548484.64
2024-10-16,
2024-10-17,
2024-10-19,92049594548484.58
2024-10-20,
2024-10-21,
2024-10-23,95672703408224.0
2024-10-24,
2024-10-25,
2024-10-27,95672703408224.0
2024-10-28,
2024-10-29,
2024-10-31,95672703408224.0
2024-11-01,
2024-11-02,
2024-11-04,95989214149657.64
2024-11-05,
2024-11-06,
2024-11-07,
2024-11-08,101646843652784.62
2024-11-09,
2024-11-10,
2024-11-11,
2024-11-12,101646843652784.61
2024-11-13,
2024-11-14,
2024-11-15,
2024-11-16,101646843652784.56
2024-11-17,
2024-11-18,
2024-11-19,
2024-11-20,102289407543324.0
2024-11-21,
2024-11-22,
2024-11-24,102289407543324.0
2024-11-25,
2024-11-26,
2024-11-28,102289407543324.0
2024-11-29,
2024-11-30,
2024-12-02,102892719959890.11
2024-12-03,
2024-12-04,
2024-12-06,103919634711492.0
2024-12-07,
2024-12-08,
2024-12-09,
2024-12-10,103919634711492.0
2024-12-11,
2024-12-12,
2024-12-13,
2024-12-14,103919634711492.0
2024-12-15,
2024-12-16,
2024-12-17,
2024-12-18,108522647629298.0
2024-12-19,
2024-12-20,
2024-12-21,
2024-12-22,108522647629298.0
2024-12-23,
2024-12-24,
2024-12-26,108522647629298.0
2024-12-27,
2024-12-28,
2024-12-30,109782075598904.53
2024-12-31,
2025-01-01,
2025-01-03,109782075598904.6
2025-01-04,
2025-01-05,
2025-01-07,109782075598904.62
2025-01-08,
2025-01-09,
2025-01-11,109782075598904.61
2025-01-12,
2025-01-13,
2025-01-14,
2025-01-15,110451907374650.0
2025-01-16,
2025-01-17,
2025-01-18,
2025-01-19,110451907374650.0
2025-01-20,
2025-01-21,
2025-01-22,
2025-01-23,110451907374650.0
2025-01-24,
2025-01-25,
2025-01-26,
2025-01-27,108526595760699.28
2025-01-28,
2025-01-29,
2025-01-31,108105433845147.33
2025-02-01,
2025-02-02,
2025-02-04,108105433845147.36
2025-02-05,
2025-02-06,
2025-02-08,108105433845147.47
2025-02-09,
2025-02-10,
2025-02-12,114167270716408.0
2025-02-13,
2025-02-14,
2025-02-15,
2025-02-16,114167270716408.0
2025-02-17,
2025-02-18,
2025-02-19,
2025-02-20,114167270716408.0
2025-02-21,
2025-02-22,
2025-02-23,
2025-02-24,110568428300952.64
2025-02-25,
2025-02-26,
2025-02-27,
2025-02-28,110568428300952.53
